learningRate, numRows, z[0.2], z[0.25], z[0.3], z[0.35], z[0.4], z[0.45], z[0.5], z[0.55], z[0.6]
0.2, 100, 0.5852499902248383, 0.39649999141693115, 0.38875001668930054, 0.406000018119812, 0.41874998807907104, 0.49524998664855957, 0.4595000147819519, 0.3812500238418579, 0.46824997663497925
0.25, 200, 0.9202499985694885, 0.989500000141561, 0.9647499993443489, 0.9609999991953373, 0.9475000016391277, 0.9097499996423721, 0.9594999998807907, 0.9497499987483025, 0.8975000008940697
0.3, 400, 0.9874999998137355, 0.989500000141561, 0.9879999998956919, 0.9820000007748604, 0.9690000005066395, 0.9755000006407499, 0.9717500004917383, 0.9424999989569187, 0.9389999993145466
0.35, 800, 0.9837500005960464, 0.9897499997168779, 0.9822499994188547, 0.9732499998062849, 0.9655000008642673, 0.9679999984800816, 0.9632500000298023, 0.949499998241663, 0.9737500008195639
0.4, 1600, 0.9800000004470348, 0.9872500002384186, 0.9937499999068677, 0.9837500005960464, 0.9670000001788139, 0.9739999994635582, 0.9652500003576279, 0.956750001758337, 0.9507500007748604
0.45, 3200, 0.9927500002086163, 0.9892499996349216, 0.9800000004470348, 0.9810000006109476, 0.968249998986721, 0.9850000003352761, 0.9717500004917383, 0.953999999910593, 0.9332500025629997
0.5, 6400, 0.9874999998137355, 0.9850000003352761, 0.9802499990910292, 0.9725000001490116, 0.985249999910593, 0.9735000003129244, 0.9600000008940697, 0.9672500006854534, 0.9554999992251396
0.55, , 
0.6, , 
