learningRate, numRows, z[0.2], z[0.25], z[0.3], z[0.35], z[0.4], z[0.45], z[0.5], z[0.55], z[0.6]
0.2, 100, 0.6252500116825104, 0.66075000166893, 0.5542500019073486, 0.6857500076293945, 0.7129999995231628, 0.6565000116825104, 0.637499988079071, 0.5682500004768372, 0.6290000081062317
0.25, 200, 0.9945000000298023, 0.9737500008195639, 0.9810000006109476, 0.9675000011920929, 0.9837500005960464, 0.974999999627471, 0.9769999999552965, 0.9299999997019768, 0.9534999988973141
0.3, 400, 0.9934999998658895, 0.9907499998807907, 0.9855000004172325, 0.9817500002682209, 0.9774999991059303, 0.9902499997988343, 0.9905000003054738, 0.954500000923872, 0.966499999165535
0.35, 800, 0.989500000141561, 0.9902499997988343, 0.995749999769032, 0.9900000002235174, 0.9735000003129244, 0.9824999999254942, 0.9647499993443489, 0.9807500001043081, 0.9702499993145466
0.4, 1600, 0.9887499995529652, 0.9817500002682209, 0.9929999997839332, 0.9864999996498227, 0.9892499996349216, 0.9662499986588955, 0.9707500003278255, 0.9577500000596046, 0.9462499991059303
0.45, 3200, 0.9972500000149012, 0.976749999448657, 0.996999999973923, 0.9810000006109476, 0.9837500005960464, 0.9714999999850988, 0.9692499991506338, 0.9812499992549419, 0.977250000461936
0.5, 6400, 0.9942499999888241, 0.987750000320375, 0.9955000001937151, 0.9892499996349216, 0.9807500001043081, 0.9745000004768372, 0.9810000006109476, 0.9694999996572733, 0.971000000834465
0.55, , 
0.6, , 
